Case Status,Legislation,Case Reference,Received Date,Received FY,Received FY Month,Received Qtr,Completed Date,Completed FY,Completed Qtr,FY Completed Month,Sector,SubSector,Decision Primary Reason,Submitted About Account,Decision,Decision Detail1,Decision Detail2
Case Officer Review Completed,Hybrid,IC-81354-G3M3,22/10/2020,2020/21,07-Oct,Q3,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 16 - Right to rectification,Ministry of Justice (MoJ),Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-161537-K1Q2,10/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Prt 3 - S45(1)(b) - Access to PD ,Ministry of Justice (MoJ),No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-162733-C4V3,24/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Supplier of services,Art 15(1) - Confirmation of processing,National Association of Chimney Engineers,Informal action taken,Potential infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-178153-N1R0,27/06/2022,2022/23,03-Jun,Q1,28/06/2022,2022/23,Q1,03-Jun,Health,Public health,Art 32 - Security of processing,NHS England,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-166884-J6N5,19/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,Health,Secondary care,Art 32 - Security of processing,NHS Forth Valley,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-168983-N6C4,03/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Education and childcare,Academy and Free Schools,Art 15(3)(1) - Provide a copy of the personal data,Northern Education Trust,Informal action taken,Infringement,DP complaint resolved by org
Completed,Hybrid,IC-160275-W0X0,10/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Retail and manufacture,Supplier of goods,Art 15 - Right of access,Nowy Styl Uk Limited,No Further Action,No infringement,Unassigned
Completed,Hybrid,IC-162620-T6X8,22/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 15 - Right of access,OCS Group Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-163962-M4F8,04/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,Education and childcare,Maintained schools,Art 32 - Security of processing,OUR LADY OF COMPASSION CATHOLIC PRIMARY SCHOOL,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-164916-C9N9,07/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,General business,Motor Trade,Art 32 - Security of processing,Palmers Motors,No Further Action,Unassigned,Unassigned
Completed,Hybrid,IC-168852-F4Y7,03/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15 - Right of access,Plymouth City Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-162678-S0L4,28/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Recruitment agencies,Art 17 - Right to erasure,Puro Search Limited,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-160920-H5Q1,15/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Health,Unassigned,Art 15 - Right of access,Queens Crescent Practice,No Further Action,No action,Insufficient information to proceed
Case Officer Review Completed,Hybrid,IC-156659-N9M6,19/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,Transport and leisure,Parking,"Art 5(1)(a) - Lawfulness, fairness and transparency principle",RCP Parking Ltd,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Case Officer Review Completed,Hybrid,IC-152128-S4N2,24/01/2022,2021/22,10-Jan,Q4,28/06/2022,2022/23,Q1,03-Jun,Charitable and voluntary,National charities,Art 32 - Security of processing,Royal National Lifeboat Institution,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-168952-Y2B8,03/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Education and childcare,Maintained schools,Art 5(1)(f) - Integrity and confidentiality principle,Seal Primary School,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-171400-V4M5,16/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 15 - Right of access,Secretary of State for the Home Department (Home Office),Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-170874-G9R2,12/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 16 - Right to rectification,Secretary of State for the Home Department (Home Office),Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-170479-P6D7,11/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 32 - Security of processing,Secretary of State for the Home Department (Home Office),Informal action taken,Potential infringement,DP complaint resolved by org
Completed,Hybrid,IC-170881-W4Z0,12/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 32 - Security of processing,Secretary of State for the Home Department (Home Office),Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-171615-V0C1,17/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 15 - Right of access,Secretary of State for the Home Department (Home Office),Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-170689-R3M2,11/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 15 - Right of access,Secretary of State for the Home Department (Home Office),No Further Action,No infringement,No action
Completed,Hybrid,IC-171939-W8N2,12/05/2022,2022/23,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Art 15 - Right of access,Secretary of State for the Home Department (Home Office),No Further Action,No infringement,No action
Completed,Hybrid,IC-159931-P4F0,08/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Central Government,Government Department,Prt 3 - Ch3 - S45 - Right of Access,Serious Fraud Office,No Further Action,No infringement,No action
Completed,Hybrid,IC-151890-C6Q3,24/01/2022,2021/22,10-Jan,Q4,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15 - Right of access,Sheffield City Council,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Review Completed,Hybrid,IC-156201-J0Q4,16/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15(3)(1) - Provide a copy of the personal data,Sheffield City Council,No Further Action,No infringement,Good practice advice provided
Completed,Hybrid,IC-178157-J3L1,27/06/2022,2022/23,03-Jun,Q1,28/06/2022,2022/23,Q1,03-Jun,Retail and manufacture,Supplier of goods,Art 14 - Right to be informed,Shein,No Further Action,No action,Insufficient information to proceed
Case Officer Review Completed,Hybrid,IC-156780-Y1C4,20/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Supplier of services,Art 17(1)(b) - Consent withdrawn,Simple Beds Ltd,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Review Completed,Hybrid,IC-163624-H9X3,30/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Land or property services,Property management,Art 17(1)(b) - Consent withdrawn,SJB Properties Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-165151-W0V3,08/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,Health,Secondary care,Art 5(1)(c) - Data minimisation principle,Southern Health NHS Foundation Trust,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-161069-V1M4,15/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Health,Opticians,Art 15(3)(1) - Provide a copy of the personal data,Specsavers Optical Superstores Ltd,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-154837-Q7H3,09/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,Education and childcare,Private schools,Art 32 - Security of processing,St John's School,Informal action taken,Infringement,DP complaint resolved by org
Case Officer Review Completed,Hybrid,IC-140960-K8J1,17/11/2021,2021/22,08-Nov,Q3,28/06/2022,2022/23,Q1,03-Jun,Legal,Legal professionals,Art 15 - Right of access,Stephens Scown LLP,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-162636-J7G7,22/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Supplier of services,Art 32 - Security of processing,Telefonica O2 Holdings Ltd,No Further Action,Not information rights,Not DP
Completed,Hybrid,IC-160999-P9K2,15/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Supplier of services,Art 15(3)(1) - Provide a copy of the personal data,Telefonica O2 Holdings Ltd,No Further Action,No action,Insufficient information to proceed
Review Completed,Hybrid,IC-107528-Y8D3,17/05/2021,2021/22,02-May,Q1,28/06/2022,2022/23,Q1,03-Jun,Retail and manufacture,Supplier of goods,Art 15 - Right of access,The Carphone Warehouse Limited,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-154497-G3M3,07/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Supplier of services,Art 21(2) - Objection to direct marketing,The Conde Nast Publications Ltd,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-160058-R4P4,09/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Political,Political Party,Art 15 - Right of access,The Conservative Party,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-153588-P8V6,02/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15(3)(1) - Provide a copy of the personal data,The Council of The Borough of South Tyneside,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Case Officer Review Completed,Hybrid,IC-164640-T8F4,05/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,Central Government,Ombudsman,Art 15(3)(1) - Provide a copy of the personal data,The Health and Care Professions Council,No Further Action,No infringement,No action
Completed,Hybrid,IC-163280-Q1V8,28/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,"Finance, insurance and credit",Financial services and advice,Art 15(1)(c) - Recipients of personal data,The Health Insurance Specialists,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-163213-P3J1,28/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Media,TV / Radio Station,Art 15(3)(1) - Provide a copy of the personal data,The Walt Disney Company Limited,Informal action taken,Potential infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-164622-T3J5,05/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,Land or property services,Housing association,Art 5(1)(f) - Integrity and confidentiality principle,Trent & Dove Housing Limited,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-165120-N7V3,07/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,General business,Business advice and consultancy,Reg 22 - Use of electronic mail for direct marketing purposes,TruSearch Consulting Ltd,Informal action taken,Infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-161872-P6W4,22/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 16 - Right to rectification,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-164466-R1N1,05/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 15(3)(1) - Provide a copy of the personal data,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-164603-H0T0,05/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Prt 3 - S35(1) - Fair and lawful processing ,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-162808-P1B6,24/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Reg 6 - Confidentiality of communications,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-164818-B8S0,06/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 15(3)(1) - Provide a copy of the personal data,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-164865-N1Y6,06/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 32 - Security of processing,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-160147-Z6R1,09/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 15(3)(1) - Provide a copy of the personal data,Unable to Identify ,No Further Action,No infringement,No action
Completed,Hybrid,IC-155796-W0Q6,14/02/2022,2021/22,11-Feb,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Unassigned,Art 32 - Security of processing,Unable to Identify ,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-165643-N7K5,11/04/2022,2022/23,01-Apr,Q1,28/06/2022,2022/23,Q1,03-Jun,Legal,Legal professionals,Art 32 - Security of processing,Vincents Solictors Ltd,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-163086-S0C9,26/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Online Technology and Telecoms,Service providers,Art 15(3)(1) - Provide a copy of the personal data,Vodafone Limited,Informal action taken,Potential infringement,More work for org - contacted to raise awareness of ind complaint
Completed,Hybrid,IC-162858-Q9R5,25/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 5(1)(f) - Integrity and confidentiality principle,Wandsworth Borough Council,Informal action taken,Infringement,DP complaint resolved by org
Completed,Hybrid,IC-163056-V9M6,26/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 15 - Right of access,West Berkshire District Council,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-163427-Z1Z3,29/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Online Technology and Telecoms,Social media,Art 32 - Security of processing,WhatsApp Ireland Limited,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-162074-T5S0,22/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,General business,Supplier of services,Art 32 - Security of processing,Wirral Hire Ltd,Informal action taken,Infringement,More work for org - failed to respond to ind complaint
Completed,Hybrid,IC-160956-K4Y5,14/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Health,Secondary care,Art 15(3)(1) - Provide a copy of the personal data,Wirral University Teaching Hospital NHS Foundation Trust,No Further Action,No action,Insufficient information to proceed
Completed,Hybrid,IC-177165-M2P1,26/03/2022,2021/22,12-Mar,Q4,28/06/2022,2022/23,Q1,03-Jun,Local government,"Unitary Authority (London Borough, Mets and Councils in Scotland and Wales)",Art 32 - Security of processing,Wokingham Borough Council,Informal action taken,Infringement,More work for org - unsatisfactory response to ind complaint
Completed,Hybrid,IC-156056-P0W9,15/02/2022,2021/22,11-Feb,Q4,29/06/2022,2022/23,Q1,03-Jun,General business,Recruitment agencies,Art 5(1)(f) - Integrity and confidentiality principle,Agenda Resource Management Limited,No Further Action,No action,Insufficient information to proceed
